FormName,FormFreq,Username,The people I work with have excellent knowledge of autism,"I feel that if a new person was to join the team and they disclosed they were autistic, they would be well supported and understood by others",I feel that the management of the team are constantly improving their knowledge about autism,It is easy to find information within the organisation about supporting autistic employees,There are established pathways for autistic people to seek advice and support for managing their daily work activities,The organisation has been proactive in making adjustments and providing autism awareness training for employees,I think the organisation performs better than other organisations in the sector in terms of quality of support for autistic employees,Date,ID,Average
Autistica - Organisational Culture,30,44980497,2,1,1,1,4,1,4,5/1/19,852,2
Autistica - Organisational Culture,30,38982647,1,4,4,4,1,1,4,5/1/19,853,2.71428571428571
Autistica - Organisational Culture,30,80484260,1,4,4,1,1,4,1,5/1/19,854,2.28571428571429
Autistica - Organisational Culture,30,24052776,4,4,4,4,4,1,1,5/1/19,855,3.14285714285714
Autistica - Organisational Culture,30,70538701,2,1,1,1,4,1,1,5/1/19,856,1.57142857142857
Autistica - Organisational Culture,30,89804580,4,1,1,4,4,1,4,5/1/19,857,2.71428571428571
Autistica - Organisational Culture,30,17191527,2,4,4,4,1,1,4,5/1/19,858,2.85714285714286
Autistica - Organisational Culture,30,12248148,4,4,1,4,1,1,1,5/1/19,859,2.28571428571429
Autistica - Organisational Culture,30,14567809,1,1,1,4,4,4,4,5/1/19,860,2.71428571428571
Autistica - Organisational Culture,30,53779464,2,1,4,4,4,1,1,5/1/19,861,2.42857142857143
Autistica - Organisational Culture,30,97777931,1,1,1,4,4,1,4,5/1/19,862,2.28571428571429
Autistica - Organisational Culture,30,99713717,1,4,1,4,1,1,4,5/1/19,863,2.28571428571429
Autistica - Organisational Culture,30,93466703,1,1,4,1,1,1,4,5/1/19,864,1.85714285714286
Autistica - Organisational Culture,30,37419497,4,4,1,4,4,1,4,5/1/19,865,3.14285714285714
Autistica - Organisational Culture,30,35358065,4,4,4,4,1,4,1,5/1/19,866,3.14285714285714
Autistica - Organisational Culture,30,86131995,1,4,4,1,1,1,4,5/1/19,867,2.28571428571429
Autistica - Organisational Culture,30,57180656,4,4,4,4,1,1,4,5/1/19,868,3.14285714285714
Autistica - Organisational Culture,30,62929404,2,4,4,1,1,1,1,5/1/19,869,2
Autistica - Organisational Culture,30,30901982,1,4,1,4,1,4,4,5/1/19,870,2.71428571428571
Autistica - Organisational Culture,30,93085379,4,1,4,1,1,1,4,5/1/19,871,2.28571428571429
Autistica - Organisational Culture,30,77431644,2,1,4,4,4,4,4,5/1/19,872,3.28571428571429
Autistica - Organisational Culture,30,67013133,1,4,4,1,1,1,1,5/1/19,873,1.85714285714286
Autistica - Organisational Culture,30,13838301,2,1,4,4,4,4,4,5/1/19,874,3.28571428571429
Autistica - Organisational Culture,30,66718298,1,1,4,4,1,4,1,5/1/19,875,2.28571428571429
Autistica - Organisational Culture,30,24641611,1,1,4,4,4,4,1,5/1/19,876,2.71428571428571
Autistica - Organisational Culture,30,67388864,2,1,4,4,4,4,1,5/1/19,877,2.85714285714286
Autistica - Organisational Culture,30,25055544,1,4,4,4,4,1,1,5/1/19,878,2.71428571428571
Autistica - Organisational Culture,30,24503298,2,1,4,1,4,4,4,5/1/19,879,2.85714285714286
Autistica - Organisational Culture,30,43928283,1,4,1,4,1,4,1,5/1/19,880,2.28571428571429
Autistica - Organisational Culture,30,19630284,2,1,1,4,1,1,4,5/1/19,881,2
Autistica - Organisational Culture,30,87042105,2,4,4,1,4,1,1,5/1/19,882,2.42857142857143
Autistica - Organisational Culture,30,71593024,4,1,1,4,1,1,4,5/1/19,883,2.28571428571429
Autistica - Organisational Culture,30,31866214,1,1,1,4,1,4,4,5/1/19,884,2.28571428571429
Autistica - Organisational Culture,30,97162166,4,1,4,1,4,4,1,5/1/19,885,2.71428571428571
Autistica - Organisational Culture,30,41273901,4,1,4,4,4,1,1,5/1/19,886,2.71428571428571
Autistica - Organisational Culture,30,43440948,4,4,4,4,4,4,1,5/1/19,887,3.57142857142857
Autistica - Organisational Culture,30,77705205,1,1,4,4,1,4,4,5/1/19,888,2.71428571428571
Autistica - Organisational Culture,30,58358243,4,1,1,1,4,4,1,5/1/19,889,2.28571428571429
Autistica - Organisational Culture,30,47815963,4,4,4,1,1,1,4,5/1/19,890,2.71428571428571
Autistica - Organisational Culture,30,69828639,4,1,1,4,1,4,4,5/1/19,891,2.71428571428571
Autistica - Organisational Culture,30,38868666,1,4,4,4,4,1,1,5/1/19,892,2.71428571428571
Autistica - Organisational Culture,30,72888018,2,1,4,1,1,4,1,5/1/19,893,2
Autistica - Organisational Culture,30,43522829,1,1,4,1,4,4,1,5/1/19,894,2.28571428571429
Autistica - Organisational Culture,30,41811454,1,4,1,1,1,1,4,5/1/19,895,1.85714285714286
Autistica - Organisational Culture,30,40690745,1,1,4,4,1,4,4,5/1/19,896,2.71428571428571
Autistica - Organisational Culture,30,25057429,1,4,4,1,1,4,1,5/1/19,897,2.28571428571429
Autistica - Organisational Culture,30,39249976,4,1,1,1,4,1,1,5/1/19,898,1.85714285714286
Autistica - Organisational Culture,30,63410382,4,1,4,4,4,1,1,5/1/19,899,2.71428571428571
Autistica - Organisational Culture,30,61657100,1,1,1,1,1,4,1,5/1/19,900,1.42857142857143
Autistica - Organisational Culture,30,22222222,1,4,1,1,4,1,4,5/14/19,901,2.28571428571429
Autistica - Organisational Culture,30,11111111,1,4,1,4,1,1,1,5/14/19,902,1.85714285714286
Autistica - Organisational Culture,30,12077101,1,4,4,1,1,4,1,5/14/19,903,2.28571428571429
Autistica - Organisational Culture,30,38961843,2,4,4,1,1,4,4,5/14/19,904,2.85714285714286
Autistica - Organisational Culture,30,67611589,1,1,1,4,1,1,1,5/14/19,905,1.42857142857143
Autistica - Organisational Culture,30,32500162,4,1,1,1,4,1,1,5/14/19,906,1.85714285714286
Autistica - Organisational Culture,30,90705766,4,4,4,1,1,1,4,5/14/19,907,2.71428571428571
Autistica - Organisational Culture,30,46465154,2,1,4,1,1,4,1,5/14/19,908,2
Autistica - Organisational Culture,30,36480781,2,1,4,4,4,1,1,5/14/19,909,2.42857142857143
Autistica - Organisational Culture,30,86004302,4,1,4,4,4,4,4,5/14/19,910,3.57142857142857
Autistica - Organisational Culture,30,74046800,1,1,4,1,1,4,1,5/14/19,911,1.85714285714286
Autistica - Organisational Culture,30,67512682,1,1,1,1,1,4,1,5/14/19,912,1.42857142857143
Autistica - Organisational Culture,30,87436666,4,1,1,1,4,4,1,5/14/19,913,2.28571428571429
Autistica - Organisational Culture,30,28755653,1,1,1,4,1,4,4,5/14/19,914,2.28571428571429
Autistica - Organisational Culture,30,66722819,2,1,1,4,1,1,1,5/14/19,915,1.57142857142857
Autistica - Organisational Culture,30,65438804,4,1,4,4,4,4,4,5/14/19,916,3.57142857142857
Autistica - Organisational Culture,30,15938146,1,1,1,4,4,4,4,5/14/19,917,2.71428571428571
Autistica - Organisational Culture,30,37603401,4,4,4,1,4,1,4,5/14/19,918,3.14285714285714
Autistica - Organisational Culture,30,23337145,4,4,4,1,1,1,4,5/14/19,919,2.71428571428571
Autistica - Organisational Culture,30,99599196,1,1,1,4,4,1,4,5/14/19,920,2.28571428571429
Autistica - Organisational Culture,30,25718877,1,1,1,4,1,4,1,5/14/19,921,1.85714285714286
Autistica - Organisational Culture,30,97909632,2,4,4,4,4,4,4,5/14/19,922,3.71428571428571
Autistica - Organisational Culture,30,40268226,1,4,1,4,1,1,4,5/14/19,923,2.28571428571429
Autistica - Organisational Culture,30,63985686,1,1,4,4,4,4,1,5/14/19,924,2.71428571428571
Autistica - Organisational Culture,30,63237915,4,1,1,4,4,1,4,5/14/19,925,2.71428571428571
Autistica - Organisational Culture,30,50544037,2,1,1,4,4,4,4,5/14/19,926,2.85714285714286
Autistica - Organisational Culture,30,14286843,1,4,1,4,4,4,4,5/14/19,927,3.14285714285714
Autistica - Organisational Culture,30,53175760,1,4,1,4,4,1,1,5/14/19,928,2.28571428571429
Autistica - Organisational Culture,30,56361261,2,4,1,1,4,4,4,5/14/19,929,2.85714285714286
Autistica - Organisational Culture,30,66411825,2,4,4,4,1,4,4,5/14/19,930,3.28571428571429
Autistica - Organisational Culture,30,34060153,1,4,1,4,4,4,1,5/14/19,931,2.71428571428571
Autistica - Organisational Culture,30,11168511,4,4,4,1,1,4,1,5/14/19,932,2.71428571428571
Autistica - Organisational Culture,30,85920205,4,4,4,1,4,1,1,5/14/19,933,2.71428571428571
Autistica - Organisational Culture,30,83766303,1,4,1,4,1,1,4,5/14/19,934,2.28571428571429
Autistica - Organisational Culture,30,64793738,2,1,4,1,4,1,4,5/14/19,935,2.42857142857143
Autistica - Organisational Culture,30,59096037,2,4,1,1,4,1,1,5/14/19,936,2
Autistica - Organisational Culture,30,77773077,1,4,4,4,4,4,4,5/14/19,937,3.57142857142857
Autistica - Organisational Culture,30,47375033,1,4,4,1,1,4,4,5/14/19,938,2.71428571428571
Autistica - Organisational Culture,30,39847852,2,4,1,4,4,4,1,5/14/19,939,2.85714285714286
Autistica - Organisational Culture,30,68971632,1,1,1,4,4,4,4,5/14/19,940,2.71428571428571
Autistica - Organisational Culture,30,22090963,2,1,1,1,4,1,4,5/14/19,941,2
Autistica - Organisational Culture,30,60377624,1,4,4,1,4,1,4,5/14/19,942,2.71428571428571
Autistica - Organisational Culture,30,30738880,2,1,1,4,4,1,1,5/14/19,943,2
Autistica - Organisational Culture,30,86589369,1,1,4,4,1,4,1,5/14/19,944,2.28571428571429
Autistica - Organisational Culture,30,66155821,1,4,1,1,1,1,4,5/14/19,945,1.85714285714286
Autistica - Organisational Culture,30,61677296,2,1,1,4,1,1,4,5/14/19,946,2
Autistica - Organisational Culture,30,56419454,4,4,1,4,1,1,1,5/14/19,947,2.28571428571429
Autistica - Organisational Culture,30,86397034,2,4,1,1,4,1,4,5/14/19,948,2.42857142857143
Autistica - Organisational Culture,30,41455969,1,4,1,4,4,1,1,5/14/19,949,2.28571428571429
Autistica - Organisational Culture,30,23394144,4,4,4,1,4,4,1,5/14/19,950,3.14285714285714
Autistica - Organisational Culture,30,21326904,4,4,1,1,1,4,4,5/14/19,951,2.71428571428571
Autistica - Organisational Culture,30,44980497,4,1,1,1,1,1,4,5/14/19,952,1.85714285714286
Autistica - Organisational Culture,30,38982647,4,4,4,1,4,1,1,5/14/19,953,2.71428571428571
Autistica - Organisational Culture,30,80484260,4,1,4,1,1,1,4,5/14/19,954,2.28571428571429
Autistica - Organisational Culture,30,24052776,1,1,4,4,1,1,4,5/14/19,955,2.28571428571429
Autistica - Organisational Culture,30,70538701,4,1,1,4,4,1,4,5/14/19,956,2.71428571428571
Autistica - Organisational Culture,30,89804580,1,4,4,4,4,4,4,5/14/19,957,3.57142857142857
Autistica - Organisational Culture,30,17191527,1,1,1,1,4,1,1,5/14/19,958,1.42857142857143
Autistica - Organisational Culture,30,12248148,1,4,4,1,4,1,4,5/14/19,959,2.71428571428571
Autistica - Organisational Culture,30,14567809,4,4,4,1,1,1,1,5/14/19,960,2.28571428571429
Autistica - Organisational Culture,30,53779464,1,1,1,4,4,4,1,5/14/19,961,2.28571428571429
Autistica - Organisational Culture,30,97777931,2,4,4,4,4,4,4,5/14/19,962,3.71428571428571
Autistica - Organisational Culture,30,99713717,2,4,4,4,1,1,4,5/14/19,963,2.85714285714286
Autistica - Organisational Culture,30,93466703,4,1,4,1,1,4,1,5/14/19,964,2.28571428571429
Autistica - Organisational Culture,30,37419497,2,1,1,4,1,1,1,5/14/19,965,1.57142857142857
Autistica - Organisational Culture,30,35358065,4,1,4,1,4,4,1,5/14/19,966,2.71428571428571
Autistica - Organisational Culture,30,86131995,2,4,4,4,4,4,4,5/14/19,967,3.71428571428571
Autistica - Organisational Culture,30,57180656,2,4,1,4,1,1,1,5/14/19,968,2
Autistica - Organisational Culture,30,62929404,2,4,4,1,4,4,4,5/14/19,969,3.28571428571429
Autistica - Organisational Culture,30,30901982,2,4,4,1,4,1,1,5/14/19,970,2.42857142857143
Autistica - Organisational Culture,30,93085379,1,4,4,4,4,4,1,5/14/19,971,3.14285714285714
Autistica - Organisational Culture,30,77431644,2,4,1,1,1,4,1,5/14/19,972,2
Autistica - Organisational Culture,30,67013133,1,4,1,1,4,1,1,5/14/19,973,1.85714285714286
Autistica - Organisational Culture,30,13838301,4,1,4,4,1,1,1,5/14/19,974,2.28571428571429
Autistica - Organisational Culture,30,66718298,4,1,4,4,4,4,4,5/14/19,975,3.57142857142857
Autistica - Organisational Culture,30,24641611,1,1,4,4,4,1,1,5/14/19,976,2.28571428571429
Autistica - Organisational Culture,30,67388864,1,1,1,1,4,1,4,5/14/19,977,1.85714285714286
Autistica - Organisational Culture,30,25055544,4,4,4,4,4,1,4,5/14/19,978,3.57142857142857
Autistica - Organisational Culture,30,24503298,1,1,1,4,4,1,4,5/14/19,979,2.28571428571429
Autistica - Organisational Culture,30,43928283,1,1,4,1,1,1,1,5/14/19,980,1.42857142857143
Autistica - Organisational Culture,30,19630284,2,4,1,1,1,4,1,5/14/19,981,2
Autistica - Organisational Culture,30,87042105,1,1,1,4,1,4,4,5/14/19,982,2.28571428571429
Autistica - Organisational Culture,30,71593024,1,4,4,1,4,1,1,5/14/19,983,2.28571428571429
Autistica - Organisational Culture,30,31866214,4,1,1,4,4,4,4,5/14/19,984,3.14285714285714
Autistica - Organisational Culture,30,97162166,2,1,4,4,1,1,1,5/14/19,985,2
Autistica - Organisational Culture,30,41273901,2,1,4,4,4,4,1,5/14/19,986,2.85714285714286
Autistica - Organisational Culture,30,43440948,1,1,4,4,1,4,4,5/14/19,987,2.71428571428571
Autistica - Organisational Culture,30,77705205,1,1,1,1,4,4,4,5/14/19,988,2.28571428571429
Autistica - Organisational Culture,30,58358243,1,4,1,1,4,1,1,5/14/19,989,1.85714285714286
Autistica - Organisational Culture,30,47815963,1,4,1,1,1,1,4,5/14/19,990,1.85714285714286
Autistica - Organisational Culture,30,69828639,1,1,4,4,4,4,1,5/14/19,991,2.71428571428571
Autistica - Organisational Culture,30,38868666,1,1,4,1,4,1,4,5/14/19,992,2.28571428571429
Autistica - Organisational Culture,30,72888018,4,1,4,1,4,4,4,5/14/19,993,3.14285714285714
Autistica - Organisational Culture,30,43522829,1,4,4,1,4,4,4,5/14/19,994,3.14285714285714
Autistica - Organisational Culture,30,41811454,1,4,1,4,4,4,4,5/14/19,995,3.14285714285714
Autistica - Organisational Culture,30,40690745,1,1,1,1,4,1,4,5/14/19,996,1.85714285714286
Autistica - Organisational Culture,30,25057429,2,1,4,1,4,4,4,5/14/19,997,2.85714285714286
Autistica - Organisational Culture,30,39249976,4,1,1,4,1,1,1,5/14/19,998,1.85714285714286
Autistica - Organisational Culture,30,63410382,2,1,4,4,4,4,4,5/14/19,999,3.28571428571429
Autistica - Organisational Culture,30,61657100,2,4,1,1,1,1,1,5/14/19,1000,1.57142857142857
Autistica - Organisational Culture,30,22222222,4,1,1,1,4,1,1,5/30/19,1001,1.85714285714286
Autistica - Organisational Culture,30,11111111,4,1,4,1,4,4,1,5/30/19,1002,2.71428571428571
Autistica - Organisational Culture,30,12077101,2,4,4,1,4,4,4,5/30/19,1003,3.28571428571429
Autistica - Organisational Culture,30,38961843,1,1,4,1,4,4,4,5/30/19,1004,2.71428571428571
Autistica - Organisational Culture,30,67611589,1,1,4,1,1,4,4,5/30/19,1005,2.28571428571429
Autistica - Organisational Culture,30,32500162,1,4,1,4,1,4,4,5/30/19,1006,2.71428571428571
Autistica - Organisational Culture,30,90705766,2,1,4,4,4,1,1,5/30/19,1007,2.42857142857143
Autistica - Organisational Culture,30,46465154,1,4,4,1,1,1,1,5/30/19,1008,1.85714285714286
Autistica - Organisational Culture,30,36480781,2,1,4,4,1,1,1,5/30/19,1009,2
Autistica - Organisational Culture,30,86004302,2,4,4,1,1,1,1,5/30/19,1010,2
Autistica - Organisational Culture,30,74046800,1,1,1,1,4,4,4,5/30/19,1011,2.28571428571429
Autistica - Organisational Culture,30,67512682,2,4,1,4,4,1,4,5/30/19,1012,2.85714285714286
Autistica - Organisational Culture,30,87436666,4,1,1,4,4,4,1,5/30/19,1013,2.71428571428571
Autistica - Organisational Culture,30,28755653,1,4,1,4,4,1,1,5/30/19,1014,2.28571428571429
Autistica - Organisational Culture,30,66722819,1,4,1,1,1,1,4,5/30/19,1015,1.85714285714286
Autistica - Organisational Culture,30,65438804,1,1,4,1,1,1,4,5/30/19,1016,1.85714285714286
Autistica - Organisational Culture,30,15938146,1,4,4,4,1,1,1,5/30/19,1017,2.28571428571429
Autistica - Organisational Culture,30,37603401,4,1,1,4,4,4,1,5/30/19,1018,2.71428571428571
Autistica - Organisational Culture,30,23337145,1,1,1,4,1,4,4,5/30/19,1019,2.28571428571429
Autistica - Organisational Culture,30,99599196,1,1,4,1,1,1,4,5/30/19,1020,1.85714285714286
Autistica - Organisational Culture,30,25718877,1,4,4,4,1,1,4,5/30/19,1021,2.71428571428571
Autistica - Organisational Culture,30,97909632,4,1,1,4,4,4,4,5/30/19,1022,3.14285714285714
Autistica - Organisational Culture,30,40268226,2,1,4,1,4,4,1,5/30/19,1023,2.42857142857143
Autistica - Organisational Culture,30,63985686,1,4,1,4,1,1,1,5/30/19,1024,1.85714285714286
Autistica - Organisational Culture,30,63237915,4,1,4,4,1,4,1,5/30/19,1025,2.71428571428571
Autistica - Organisational Culture,30,50544037,1,1,4,1,4,4,1,5/30/19,1026,2.28571428571429
Autistica - Organisational Culture,30,14286843,4,1,1,1,4,1,4,5/30/19,1027,2.28571428571429
Autistica - Organisational Culture,30,53175760,1,1,4,1,1,1,1,5/30/19,1028,1.42857142857143
Autistica - Organisational Culture,30,56361261,2,1,4,1,1,1,4,5/30/19,1029,2
Autistica - Organisational Culture,30,66411825,2,1,1,1,1,4,1,5/30/19,1030,1.57142857142857
Autistica - Organisational Culture,30,34060153,2,4,1,4,1,4,4,5/30/19,1031,2.85714285714286
Autistica - Organisational Culture,30,11168511,4,4,4,4,4,4,4,5/30/19,1032,4
Autistica - Organisational Culture,30,85920205,2,4,4,1,4,4,4,5/30/19,1033,3.28571428571429
Autistica - Organisational Culture,30,83766303,1,1,1,4,1,4,4,5/30/19,1034,2.28571428571429
Autistica - Organisational Culture,30,64793738,2,4,1,4,1,1,1,5/30/19,1035,2
Autistica - Organisational Culture,30,59096037,2,1,4,1,4,4,4,5/30/19,1036,2.85714285714286
Autistica - Organisational Culture,30,77773077,1,4,4,4,1,4,1,5/30/19,1037,2.71428571428571
Autistica - Organisational Culture,30,47375033,4,1,4,1,4,1,4,5/30/19,1038,2.71428571428571
Autistica - Organisational Culture,30,39847852,2,4,1,1,1,4,1,5/30/19,1039,2
Autistica - Organisational Culture,30,68971632,1,1,1,4,4,1,4,5/30/19,1040,2.28571428571429
Autistica - Organisational Culture,30,22090963,1,1,4,4,4,4,4,5/30/19,1041,3.14285714285714
Autistica - Organisational Culture,30,60377624,1,1,4,1,4,1,4,5/30/19,1042,2.28571428571429
Autistica - Organisational Culture,30,30738880,4,1,4,1,1,1,4,5/30/19,1043,2.28571428571429
Autistica - Organisational Culture,30,86589369,1,4,1,1,1,4,1,5/30/19,1044,1.85714285714286
Autistica - Organisational Culture,30,66155821,1,4,4,4,4,1,4,5/30/19,1045,3.14285714285714
Autistica - Organisational Culture,30,61677296,4,1,4,1,4,1,1,5/30/19,1046,2.28571428571429
Autistica - Organisational Culture,30,56419454,1,4,4,1,4,4,4,5/30/19,1047,3.14285714285714
Autistica - Organisational Culture,30,86397034,2,1,1,1,4,4,1,5/30/19,1048,2
Autistica - Organisational Culture,30,41455969,1,4,1,1,1,1,1,5/30/19,1049,1.42857142857143
Autistica - Organisational Culture,30,23394144,2,1,4,4,1,1,4,5/30/19,1050,2.42857142857143
Autistica - Organisational Culture,30,21326904,2,1,4,4,4,1,1,5/30/19,1051,2.42857142857143
Autistica - Organisational Culture,30,44980497,1,4,1,1,1,1,4,5/30/19,1052,1.85714285714286
Autistica - Organisational Culture,30,38982647,2,4,1,4,4,1,1,5/30/19,1053,2.42857142857143
Autistica - Organisational Culture,30,80484260,4,1,1,1,1,4,1,5/30/19,1054,1.85714285714286
Autistica - Organisational Culture,30,24052776,2,1,4,4,4,1,4,5/30/19,1055,2.85714285714286
Autistica - Organisational Culture,30,70538701,1,4,4,4,4,1,1,5/30/19,1056,2.71428571428571
Autistica - Organisational Culture,30,89804580,4,1,4,1,1,1,1,5/30/19,1057,1.85714285714286
Autistica - Organisational Culture,30,17191527,1,4,4,1,1,1,4,5/30/19,1058,2.28571428571429
Autistica - Organisational Culture,30,12248148,2,1,1,4,1,1,4,5/30/19,1059,2
Autistica - Organisational Culture,30,14567809,1,4,1,1,4,1,1,5/30/19,1060,1.85714285714286
Autistica - Organisational Culture,30,53779464,2,4,4,4,4,1,1,5/30/19,1061,2.85714285714286
Autistica - Organisational Culture,30,97777931,2,1,4,4,4,4,1,5/30/19,1062,2.85714285714286
Autistica - Organisational Culture,30,99713717,4,1,1,4,1,4,1,5/30/19,1063,2.28571428571429
Autistica - Organisational Culture,30,93466703,2,1,1,4,4,4,1,5/30/19,1064,2.42857142857143
Autistica - Organisational Culture,30,37419497,1,4,4,1,4,4,1,5/30/19,1065,2.71428571428571
Autistica - Organisational Culture,30,35358065,2,4,4,4,1,1,4,5/30/19,1066,2.85714285714286
Autistica - Organisational Culture,30,86131995,1,4,1,4,4,4,1,5/30/19,1067,2.71428571428571
Autistica - Organisational Culture,30,57180656,4,1,1,4,4,4,1,5/30/19,1068,2.71428571428571
Autistica - Organisational Culture,30,62929404,2,4,4,1,4,4,1,5/30/19,1069,2.85714285714286
