FormName,FormFreq,Username,Q1,Q2,Q3,Q4,Q5,Date,ID
Autistica - Adjustments,7,50544037,I was distracted by the patterns on the walls of my office but no one understands why they are distracting for me,I was praised by my coworkers but not my manager,I've not had much success asking for the following: Small desk lap (since main lamp to bright),I read a newspaper article about: superior focus,Visualisations are nice,6/1/19,1126
Autistica - Adjustments,7,14286843,My manager sucks,I was praised by my coworkers but not my manager,I would like to have more of: Minimise away days,I read a newspaper article about: difficulty in switching between tasks,Really enjoying this app,6/1/19,1127
Autistica - Adjustments,7,53175760,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,I have felt less depressed,Examples of good adjustments include: Changing to part time work,I read a newspaper article about: excellent autistic creativity,Visualisations are nice,6/1/19,1128
Autistica - Adjustments,7,56361261,I don’t like socialising but it is compulsory to network as part of my job,I use dmy noise cancelling headphones really well,I have requested this: Flexibility to eat lunch separately from colleagues,I watched a film about: a mathematic genius,Not sure what to say,6/1/19,1129
Autistica - Adjustments,7,66411825,I'm always asked to shake hands of clients but I don’t like to touch other people,I changed jobs and used this app to transfer my reasonable adjustments ,Examples of good adjustments include: A team culture of quieter lunchtime conversations,My friend told me about another friend who said that:  difficulty in switching between tasks,I think there should be better pathways to requesting adjustments,6/1/19,1130
Autistica - Adjustments,7,34060153,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,I have more confidence in meetings,I have tried the following: Communication devices (e.g. a slider on desk to indicate when working from home).,I read a newspaper article about: bad parenting,Not sure what to say,6/1/19,1131
Autistica - Adjustments,7,11168511,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I taught my coworkers to use this app,Examples of good adjustments include: Minimising phone-call meetings,I watched a film about: low income and employment for autistic people,I think there has been enough research on younger populations,6/1/19,1132
Autistica - Adjustments,7,85920205,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I was able to network well this week which I usually struggle with,I've not had much success asking for the following: Handouts in advance of training/ presentations,I read a newspaper article about: bad parenting,Visualisations are nice,6/1/19,1133
Autistica - Adjustments,7,83766303,Not sure what to say,I changed jobs and used this app to transfer my reasonable adjustments ,I have tried the following: A team culture of not eating lunch at desks,I saw a story about a: excellent autistic creativity,Visualisations are nice,6/1/19,1134
Autistica - Adjustments,7,64793738,Communication is not happening the way I have requested,I have successfully managed a team to complete a project,I've not had much success asking for the following: Set hours for responding to emails,I read a newspaper article about: difficulty in switching between tasks,Visualisations are nice,6/1/19,1135
Autistica - Adjustments,7,59096037,I was distracted by the patterns on the walls of my office but no one understands why they are distracting for me,Not many successes to report unfortunately ,I would like to have more of: Avoiding physical contact if requested (e.g. no handshakes),I read a newspaper article about: superior focus,Visualisations are nice,6/1/19,1136
