FormName,FormFreq,Username,Know what is expected of you as a worker,Help build a team as a working unit,Determine what is expected of you on the job,"Know how things ""really work"" inside an organisation",Work under pressure,Master an organisation's slang and special jargon,Manage conflict among group members,Understand what all of the duties of your role entail,Solve new and difficult problems,Work under extreme cricumstances,Understand the politics in the organisation,Continue to learn once you're on the job,Develop cooperative working relationships with others,Invent new ways of doing things,Solve most problems even though no solution is immediately apparent,Find out exactly what a problem is when fist becoming aware of it,Listen effectively to gain information,Know an organisation's long-held traditions,Work well in situations that other people consider stressful,Understand the behaviour appropriate to your role,Challenge things that are done by the book,Learn from your mistakes,Solve problems no matter how complex,Coordinate tasks within you work group,Learn to improve on your past performance,Be sensitive to other's feelings and attitudes,Function well at work even when faced with personal difficulties,Concentrate on what someone is saying to you even though other things could distract you,Listen effectively to understand opposing points of view,Have the skills and abilities to do my job properly,Date,ID,Learning,Problemsolving,Pressure,Roleexpectations,Teamwork,Sensitivity,Workpolitics
Autistica - Work: Self Confidence,120,36480781,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,2,3,2,2,3,3,2,3,3,3,2,3,2,3,4/14/19,609,2.25,2.666666667,2.5,2.5,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,86004302,1,3,2,2,3,3,2,3,3,2,3,2,2,3,2,3,3,2,2,2,2,2,3,3,2,3,2,3,2,2,4/14/19,610,2.75,2.5,2.75,2,2.75,2,2
Autistica - Work: Self Confidence,120,74046800,5,2,3,2,2,2,2,3,2,2,2,3,3,2,2,2,3,2,2,2,3,3,3,2,2,3,2,2,3,2,4/14/19,611,2.75,2.333333333,2,3.25,2.25,2.25,2.25
Autistica - Work: Self Confidence,120,67512682,5,3,2,3,3,3,3,3,2,3,3,2,3,3,2,2,3,2,2,2,2,3,3,2,2,2,2,3,3,3,4/14/19,612,2.75,2.5,2.75,2.75,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,87436666,2,3,2,2,3,3,2,2,2,2,3,2,3,2,2,3,2,2,2,2,3,2,3,2,2,2,2,3,2,2,4/14/19,613,2.75,2.166666667,2.75,2.25,2.25,2,2
Autistica - Work: Self Confidence,120,28755653,2,2,2,2,2,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,3,2,2,3,2,2,3,3,2,3,4/14/19,614,2,2.5,3,2.5,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,66722819,2,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,2,2,3,2,2,2,2,3,2,2,3,2,3,2,4/14/19,615,2.5,2.666666667,2.25,2.5,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,65438804,5,2,2,3,2,2,2,3,3,2,2,2,3,2,3,2,2,2,3,3,3,2,3,2,3,2,2,3,2,2,4/14/19,616,2.5,2.166666667,2.5,3.25,2.5,2,2.5
Autistica - Work: Self Confidence,120,15938146,1,2,3,3,2,3,3,3,3,3,2,2,2,2,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,4/14/19,617,2,2.5,2.5,2.5,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,37603401,3,3,3,2,2,3,3,3,3,3,2,2,3,2,3,2,3,2,2,3,3,2,3,3,3,2,3,2,3,2,4/14/19,618,2.5,2.666666667,2.5,3,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,23337145,5,3,3,2,2,2,3,3,3,2,3,2,3,2,2,3,2,3,2,3,3,3,2,3,2,3,3,3,3,2,4/14/19,619,2.5,2.5,2.75,3.5,2.5,2.75,2.25
Autistica - Work: Self Confidence,120,99599196,1,2,3,2,3,3,2,2,2,3,2,2,3,2,2,3,2,2,3,2,3,3,2,3,2,2,2,3,3,2,4/14/19,620,2.5,2.666666667,2.5,2.25,2,2.25,2.25
Autistica - Work: Self Confidence,120,25718877,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2,2,3,2,2,2,3,3,3,3,3,3,3,2,2,3,4/14/19,621,2.75,2.666666667,2,2.5,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,97909632,1,3,2,3,2,3,2,3,3,2,2,2,3,3,2,3,3,3,3,2,3,2,2,3,3,2,3,2,2,2,4/14/19,622,2.25,2.5,2.25,2.25,3,2.5,2.5
Autistica - Work: Self Confidence,120,40268226,5,3,2,2,2,2,2,3,2,3,3,3,3,3,2,3,2,3,2,2,3,2,3,3,3,3,3,3,2,2,4/14/19,623,2.75,2.5,2.5,3,3,2.5,2.25
Autistica - Work: Self Confidence,120,63985686,5,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,3,3,3,2,3,3,3,2,3,3,2,2,2,2,4/14/19,624,2.5,2.5,2.25,3,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,63237915,1,3,2,3,2,2,2,3,2,3,2,2,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,3,2,4/14/19,625,2.25,2.5,2.25,2,2.75,2.25,2.5
Autistica - Work: Self Confidence,120,50544037,2,3,3,2,3,3,2,3,3,2,2,3,3,2,3,2,3,3,2,3,2,3,2,2,3,2,3,2,2,3,4/14/19,626,2.5,2.5,2.5,2.5,2.75,2.75,2.25
Autistica - Work: Self Confidence,120,14286843,2,3,3,2,3,3,2,2,2,2,3,3,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,2,4/14/19,627,2.25,2.5,3,2.25,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,53175760,2,3,3,3,3,3,2,2,2,2,3,2,3,2,3,3,2,3,2,2,3,2,2,3,2,2,2,3,2,3,4/14/19,628,2.5,2.5,2.75,2.5,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,56361261,3,3,2,2,3,2,2,2,3,3,3,2,2,3,2,3,2,2,3,2,2,2,3,3,3,3,2,3,3,3,4/14/19,629,2.75,2.5,2.5,2.5,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,66411825,3,3,3,2,2,2,3,3,3,2,2,3,2,2,2,2,3,3,2,3,3,3,3,2,3,2,2,3,3,2,4/14/19,630,2.25,2.333333333,2.5,3,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,34060153,3,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,3,3,2,3,3,3,4/14/19,631,2.25,2.5,2.25,3,2.5,2.5,2
Autistica - Work: Self Confidence,120,11168511,5,3,3,2,2,3,3,2,2,2,3,2,2,2,2,3,2,3,3,2,3,2,3,2,2,3,2,2,3,3,4/14/19,632,2.5,2.166666667,2.5,3.25,2.25,2.75,2.5
Autistica - Work: Self Confidence,120,85920205,2,2,2,3,2,3,2,3,2,2,2,3,2,2,3,3,3,3,2,3,2,3,2,2,2,3,3,3,3,2,4/14/19,633,2.25,2.666666667,2.75,2,2.25,2.75,2.5
Autistica - Work: Self Confidence,120,83766303,1,3,3,3,2,3,3,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4/14/19,634,2.75,2.5,2.75,2.25,2.75,2.75,3
Autistica - Work: Self Confidence,120,64793738,2,3,2,3,2,2,2,3,2,3,3,3,2,2,3,2,2,2,2,3,3,2,2,2,2,2,3,3,3,3,4/14/19,635,2,2.333333333,2.75,2.25,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,59096037,5,2,2,3,2,2,2,3,3,3,2,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,4/14/19,636,2.75,3,2.5,3.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,77773077,2,3,2,2,3,2,2,3,3,3,3,3,2,2,3,3,2,2,2,3,2,3,3,2,3,2,2,3,2,2,4/14/19,637,2.5,2.666666667,2.75,2.25,2.75,2,2.25
Autistica - Work: Self Confidence,120,47375033,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,2,3,4/14/19,638,2.75,2.333333333,2.75,2.75,2.75,2.25,2.5
Autistica - Work: Self Confidence,120,39847852,1,3,2,2,2,3,2,3,3,2,2,3,3,2,3,3,3,3,2,2,3,2,3,3,2,3,2,3,2,2,4/14/19,639,2.75,2.666666667,2.5,2.25,2.5,2.25,2.25
Autistica - Work: Self Confidence,120,68971632,3,3,2,3,2,3,3,2,3,3,2,3,2,2,2,2,3,2,3,3,2,2,2,2,3,3,3,3,3,2,4/14/19,640,2.25,2.333333333,2.75,2.5,2.5,2.5,3
Autistica - Work: Self Confidence,120,22090963,3,3,3,3,2,3,2,2,3,2,3,2,2,2,3,2,3,3,2,3,2,2,2,2,2,3,2,3,3,3,4/14/19,641,2.25,2.333333333,3,2.75,2.25,2.75,2.25
Autistica - Work: Self Confidence,120,60377624,2,3,3,2,2,2,3,2,3,2,2,3,2,3,2,2,2,3,3,2,2,2,2,3,3,2,2,3,3,3,4/14/19,642,2,2.166666667,2.25,2.5,2.75,2.75,2.75
Autistica - Work: Self Confidence,120,30738880,2,3,3,3,2,2,2,3,3,3,3,2,2,2,2,3,3,2,3,3,3,2,3,2,3,2,3,2,2,2,4/14/19,643,2.25,2.5,2.5,2.75,2.75,2.25,2.5
Autistica - Work: Self Confidence,120,86589369,1,2,2,3,2,2,2,3,3,3,3,3,2,2,2,2,3,2,3,3,3,3,3,2,2,3,2,2,3,3,4/14/19,644,2.5,2.5,2.5,2.25,2.25,2.5,2.75
Autistica - Work: Self Confidence,120,66155821,1,3,2,2,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,2,3,3,2,2,2,2,3,2,2,2,4/14/19,645,2.25,2.666666667,2.25,2.25,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,61677296,1,3,3,2,2,3,3,3,2,3,2,2,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,3,2,4/14/19,646,2.5,2.333333333,2.75,2.25,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,56419454,5,3,3,2,3,2,2,3,3,3,2,2,2,3,2,3,3,3,2,3,2,2,2,2,3,2,2,3,2,2,4/14/19,647,2.25,2.5,2.5,3.25,3,2.25,2
Autistica - Work: Self Confidence,120,86397034,3,3,2,3,3,2,3,3,3,3,2,3,2,2,3,3,3,2,3,2,2,2,2,3,3,3,2,2,3,2,4/14/19,648,2.5,2.833333333,2,2.5,2.75,2.25,3
Autistica - Work: Self Confidence,120,41455969,5,3,3,3,2,2,2,3,2,2,3,2,2,3,2,2,3,3,2,3,2,3,2,2,3,3,3,2,3,3,4/14/19,649,2.25,2.333333333,2.5,3,3,3,2.25
Autistica - Work: Self Confidence,120,23394144,3,2,3,3,2,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,2,2,4/14/19,650,2.25,2.666666667,3,2.75,2.5,2.5,3
Autistica - Work: Self Confidence,120,21326904,5,2,2,3,3,2,3,3,3,2,3,2,3,2,2,2,2,2,2,3,2,3,3,2,2,3,2,3,3,3,4/14/19,651,3,2.166666667,2.75,3,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,44980497,5,3,3,2,3,2,2,3,2,3,2,3,2,3,3,3,3,2,2,2,3,3,2,3,3,3,2,3,3,3,4/14/19,652,2.5,3,2.25,3.25,3,2.5,2.25
Autistica - Work: Self Confidence,120,38982647,2,3,2,3,3,2,3,2,2,2,2,2,3,3,2,3,3,3,3,2,3,2,2,2,3,3,2,2,3,3,4/14/19,653,2.75,2.333333333,2,2.25,2.75,2.75,2.75
Autistica - Work: Self Confidence,120,80484260,3,2,3,3,3,2,2,3,3,2,2,2,3,3,3,3,2,2,2,3,2,3,2,3,2,2,2,3,2,2,4/14/19,654,2.5,2.666666667,2.5,2.75,2.5,2,2.25
Autistica - Work: Self Confidence,120,24052776,1,2,3,3,2,3,3,2,2,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,3,3,3,2,3,2,4/14/19,655,2.5,2.333333333,2.75,2.25,2.5,2.5,3
Autistica - Work: Self Confidence,120,70538701,5,2,2,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,2,2,3,3,3,2,3,3,2,3,3,3,4/14/19,656,3,2.5,2.25,3.25,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,89804580,3,3,2,3,2,2,3,3,2,3,2,3,2,3,3,2,2,3,2,3,3,2,2,3,3,3,3,2,3,2,4/14/19,657,2.25,2.5,2.25,2.5,3,2.75,2.75
Autistica - Work: Self Confidence,120,17191527,1,2,3,2,3,3,2,2,3,3,3,2,3,2,3,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,4/14/19,658,2.5,2.833333333,2.75,2.25,2.25,2.75,2.25
Autistica - Work: Self Confidence,120,12248148,1,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,3,3,2,3,3,2,2,2,3,3,3,3,3,2,4/14/19,659,2.5,2.333333333,2.75,2,2.75,2.75,2.25
Autistica - Work: Self Confidence,120,14567809,3,3,2,2,3,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,3,3,3,2,2,3,2,2,2,2,4/14/19,660,2.75,2.333333333,2.25,2.5,2.5,2.25,2.25
Autistica - Work: Self Confidence,120,53779464,2,3,2,3,3,3,3,2,3,2,3,2,2,3,3,3,2,3,2,2,2,3,2,2,2,3,3,3,2,2,4/14/19,661,2.5,2.5,2.75,2.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,97777931,3,3,3,3,2,3,3,2,3,2,3,3,3,3,2,2,3,2,2,3,2,2,3,3,3,2,3,2,3,2,4/14/19,662,2.5,2.333333333,2.75,2.75,2.75,2.5,2.75
Autistica - Work: Self Confidence,120,99713717,3,3,3,3,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,3,3,2,2,2,3,2,3,3,2,2,4/14/19,663,2,2.166666667,2.5,3,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,93466703,3,2,2,3,3,3,3,2,2,3,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,3,3,3,4/14/19,664,2.5,2.5,2.75,2.25,2,2.5,2.5
Autistica - Work: Self Confidence,120,37419497,1,2,3,3,3,2,3,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,3,3,3,2,2,4/14/19,665,2.5,2.5,2.25,2.25,2.25,2.25,2.5
Autistica - Work: Self Confidence,120,35358065,1,3,2,2,3,3,2,2,3,2,2,2,2,3,2,2,2,3,2,2,3,3,2,3,2,2,3,2,2,3,4/14/19,666,2.25,2.333333333,2.25,2.25,2.5,2.75,2
Autistica - Work: Self Confidence,120,86131995,2,2,2,3,2,2,2,2,3,3,3,2,2,2,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,4/14/19,667,2.25,2.333333333,2.25,2.5,2.25,2.75,2.5
Autistica - Work: Self Confidence,120,57180656,1,3,2,2,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,2,4/14/19,668,2.5,2.5,2.75,2.25,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,62929404,3,2,3,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,2,3,3,3,3,2,3,2,3,3,3,2,4/14/19,669,2.5,2.666666667,2.75,3,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,30901982,5,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,2,3,3,2,4/14/19,670,2.25,2.333333333,2.25,3.25,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,93085379,3,3,3,2,2,3,2,3,3,2,2,2,3,3,2,2,3,2,2,3,3,3,2,3,2,3,3,3,3,2,4/14/19,671,2.5,2.5,2.75,3,2.75,2.5,2
Autistica - Work: Self Confidence,120,77431644,2,3,2,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,2,3,2,2,3,2,3,3,4/14/19,672,2.5,3,2.5,2,2.75,3,2.25
Autistica - Work: Self Confidence,120,67013133,5,2,3,2,2,3,2,3,2,3,3,3,2,3,2,3,2,3,2,2,3,3,3,3,3,3,2,3,3,2,4/14/19,673,2.5,2.666666667,2.75,3.25,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,13838301,5,3,2,2,3,3,2,2,3,2,2,2,2,2,3,3,2,3,3,2,3,3,3,3,3,2,2,2,3,3,4/14/19,674,2.5,2.666666667,2.25,3.25,2.5,2.75,2.25
Autistica - Work: Self Confidence,120,66718298,3,2,2,3,3,3,3,3,3,3,2,3,2,3,3,2,2,2,2,2,2,3,3,3,2,3,3,2,2,3,4/14/19,675,2.75,2.666666667,2.25,2.5,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,24641611,3,3,2,3,3,3,2,2,2,3,3,3,2,2,2,2,3,2,3,3,3,2,2,3,3,3,3,3,2,2,4/14/19,676,2.5,2.5,3,2.5,2.5,2.25,2.75
Autistica - Work: Self Confidence,120,67388864,2,3,2,3,2,3,2,2,3,3,2,2,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,3,3,4/14/19,677,2.25,2.5,2.25,2.25,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,25055544,5,2,3,2,2,2,3,3,2,2,2,3,2,3,2,3,3,3,3,3,2,2,2,3,2,2,2,3,3,2,4/14/19,678,2,2.5,2.5,3,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,24503298,1,3,3,2,3,2,2,3,3,3,3,2,2,2,2,2,2,3,3,2,2,3,2,2,3,3,3,2,2,2,4/14/19,679,2.5,2.333333333,2.25,2.25,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,43928283,5,3,3,2,3,3,2,2,2,2,3,2,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,4/14/19,680,2.75,2.666666667,2.75,3,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,19630284,5,2,3,2,3,3,3,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,3,2,4/14/19,681,2.25,2.833333333,2.5,3,2,2.25,2.5
Autistica - Work: Self Confidence,120,87042105,5,3,3,3,2,3,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,2,3,2,3,2,2,4/14/19,682,2.5,2.333333333,2.75,3,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,71593024,2,2,2,2,2,2,3,3,2,2,2,3,3,2,2,3,3,2,2,3,2,3,3,3,2,3,2,2,2,3,4/14/19,683,2.75,2.666666667,2.25,2,2.25,2.25,2.5
Autistica - Work: Self Confidence,120,31866214,2,3,2,3,2,3,3,3,2,2,2,3,2,2,3,3,3,2,2,3,2,2,2,3,3,2,3,3,2,3,4/14/19,684,2,2.666666667,2.75,2,2.75,2.5,2.75
Autistica - Work: Self Confidence,120,97162166,3,2,2,3,2,2,3,3,3,3,3,2,2,2,2,3,2,3,3,2,3,3,3,3,3,2,2,3,3,3,4/14/19,685,2.25,2.666666667,2.5,2.75,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,41273901,5,3,2,2,3,2,3,2,3,3,2,2,2,2,2,3,3,3,3,2,3,2,3,3,3,3,3,3,2,2,4/14/19,686,2.75,2.666666667,2.25,3.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,43440948,3,3,3,2,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,2,2,2,3,2,3,3,2,2,2,2,4/14/19,687,2.5,2.666666667,2,2.75,2.75,2.25,2.5
Autistica - Work: Self Confidence,120,77705205,3,2,3,3,3,2,3,3,2,2,3,3,2,2,3,2,2,2,3,2,2,3,2,2,3,2,3,3,2,3,4/14/19,688,2.25,2.333333333,2.5,2.5,2.5,2.5,3
Autistica - Work: Self Confidence,120,58358243,3,3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,3,2,2,2,2,2,2,3,3,3,3,2,3,3,4/14/19,689,2.75,2.5,2.25,2.75,3,2.75,2.5
Autistica - Work: Self Confidence,120,47815963,1,3,2,2,3,2,3,3,3,3,2,2,2,3,3,2,2,3,2,3,2,3,3,3,3,3,2,3,2,2,4/14/19,690,2.75,2.666666667,2.5,2,3,2.25,2.25
Autistica - Work: Self Confidence,120,69828639,2,3,3,2,2,3,3,3,3,3,2,2,3,2,3,3,3,3,3,2,3,2,2,3,2,2,2,3,3,3,4/14/19,691,2.25,2.833333333,2.5,2.75,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,38868666,5,3,3,3,3,2,2,3,2,2,3,3,3,2,2,3,2,3,2,3,2,3,2,3,2,2,2,3,2,2,4/14/19,692,2.5,2.5,2.75,3,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,72888018,3,2,3,2,2,2,3,3,3,3,3,2,2,3,3,3,2,3,2,2,2,3,2,2,3,2,2,2,2,3,4/14/19,693,2,2.666666667,2.25,2.75,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,43522829,2,2,2,3,3,2,3,3,2,2,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,2,2,2,2,4/14/19,694,2.5,2.166666667,2,2.25,2.75,2.25,2.75
Autistica - Work: Self Confidence,120,41811454,1,3,3,3,3,2,3,2,2,3,3,2,2,3,3,2,2,3,3,2,3,2,3,2,2,3,3,2,2,3,4/14/19,695,2.75,2.333333333,2.25,2.25,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,40690745,5,3,2,3,2,2,3,3,2,3,2,3,3,2,3,3,2,2,3,3,3,3,2,2,2,3,3,3,3,3,4/14/19,696,2.5,2.666666667,2.5,3,2.5,2.75,3
Autistica - Work: Self Confidence,120,25057429,5,2,3,2,2,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,2,3,3,2,2,3,4/14/19,697,2.5,2.333333333,2.5,3.5,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,39249976,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,4/14/19,698,2.25,2,2,2.25,2,2.75,2.25
Autistica - Work: Self Confidence,120,63410382,3,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,3,2,3,2,2,2,3,2,3,2,2,2,2,4/14/19,699,2.25,2.666666667,2.25,2.5,2.25,2.25,2.25
Autistica - Work: Self Confidence,120,61657100,3,3,2,2,2,2,3,3,3,3,2,2,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,4/14/19,700,2.25,2.333333333,2,2.75,3,2.75,2.25
Autistica - Work: Self Confidence,120,22222222,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,4/30/19,701,2.5,2.333333333,2.5,2.5,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,11111111,1,2,3,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,3,4/30/19,702,2.25,2.5,2,2.25,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,12077101,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,2,2,2,3,2,3,2,2,2,2,4/30/19,703,2.25,2.5,2.75,2.25,2.25,2.25,2.5
Autistica - Work: Self Confidence,120,38961843,2,3,2,3,2,2,3,3,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,3,3,3,3,4/30/19,704,2,2.5,2.25,2.25,2.75,3,2.5
Autistica - Work: Self Confidence,120,67611589,3,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,2,2,3,2,3,4/30/19,705,2,2.5,2.25,2.5,2.5,2.5,2
Autistica - Work: Self Confidence,120,32500162,2,2,2,2,2,3,2,3,3,2,2,3,2,3,3,2,2,3,3,2,2,2,3,3,2,2,3,2,3,3,4/30/19,706,2.25,2.333333333,2.25,2.25,2.5,3,2.5
Autistica - Work: Self Confidence,120,90705766,2,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,3,2,3,2,2,3,2,3,2,2,2,2,4/30/19,707,2.75,2.333333333,2.25,2.75,2.5,2,2.75
Autistica - Work: Self Confidence,120,46465154,2,2,3,3,3,3,2,3,2,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2,2,2,3,3,2,3,4/30/19,708,2.5,2.5,2.75,2.25,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,36480781,1,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,3,2,2,3,3,2,2,2,2,3,2,2,3,4/30/19,709,2.25,2.333333333,2.5,2.5,2.75,2.75,2.75
Autistica - Work: Self Confidence,120,86004302,2,3,2,3,2,2,2,3,2,2,3,2,2,3,3,2,3,3,2,3,3,2,2,2,2,3,2,3,2,3,4/30/19,710,2.25,2.333333333,2.75,2.25,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,74046800,1,3,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,3,2,2,3,3,2,3,3,2,2,3,2,2,4/30/19,711,2,2.5,2.25,2.25,2.75,2.25,2.25
Autistica - Work: Self Confidence,120,67512682,3,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,2,3,3,3,2,2,3,3,3,3,3,2,3,4/30/19,712,2.25,2.5,3,2.75,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,87436666,3,3,2,2,3,3,3,2,2,2,2,3,3,2,2,3,2,3,2,3,2,3,3,3,3,2,3,3,2,2,4/30/19,713,2.75,2.5,2.75,2.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,28755653,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,2,2,2,3,3,3,4/30/19,714,2.25,2.333333333,2.75,2.25,2,2.5,2.25
Autistica - Work: Self Confidence,120,66722819,5,3,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,2,3,2,3,3,2,2,4/30/19,715,2.5,2.5,2.5,3.5,3,2.5,2.75
Autistica - Work: Self Confidence,120,65438804,5,3,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,3,2,3,2,2,2,3,2,3,2,3,3,3,4/30/19,716,2.5,2.333333333,2.75,2.75,2.5,2.75,2.25
Autistica - Work: Self Confidence,120,15938146,3,2,2,2,3,2,3,2,2,3,3,2,3,3,2,2,3,3,2,3,3,2,3,3,2,2,2,3,3,2,4/30/19,717,2.75,2.5,2.75,2.5,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,37603401,3,2,3,2,3,2,2,3,2,3,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,3,2,3,4/30/19,718,2.75,2.666666667,2.5,2.75,2.75,2.75,2
Autistica - Work: Self Confidence,120,23337145,1,2,3,3,3,2,3,3,2,3,3,2,3,2,2,3,3,2,2,2,3,2,2,3,3,3,3,3,2,3,4/30/19,719,2.75,2.666666667,2.5,2.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,99599196,5,3,2,2,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,2,3,3,2,3,2,2,3,2,2,3,4/30/19,720,2.5,2.666666667,2,3,2.25,2.75,2.75
Autistica - Work: Self Confidence,120,25718877,2,3,2,2,2,3,3,2,3,2,2,3,2,2,3,3,2,2,2,2,3,3,2,3,2,2,3,2,3,2,4/30/19,721,2,2.666666667,2.25,2.5,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,97909632,3,3,3,2,2,2,2,3,2,2,3,2,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,3,3,2,4/30/19,722,2.5,2.5,2.5,2.5,3,2.5,2
Autistica - Work: Self Confidence,120,40268226,2,3,3,3,3,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,3,2,2,3,2,2,2,2,3,3,4/30/19,723,2.25,2.5,2,2.5,2.5,2.75,2.25
Autistica - Work: Self Confidence,120,63985686,3,2,2,3,3,3,3,2,3,2,2,2,2,2,3,3,3,2,2,3,3,2,2,2,2,3,3,2,3,2,4/30/19,724,2.5,2.5,2.5,2.75,2,2.5,2.5
